ATTACK_ID,DATE,LOCATION ,DESCRIPTION,DATA_SOURCES,TYPE,AFFILIATION,AFFLIATION_CLAIMED?,PART_OF,OFFICIAL_OR_INSPIRED,MUSLIM_MAJORITY_NATION,TOTAL_DEATHS,TOTAL_CASUALITIES,CHILD_DEATHS,CHILD_CASUALTIES,FORCED_TO_FLEE,ECONOMIC_COST,ORGANIZED_OR_REACTIVE,WEAPON_USED,MODUS_OPERANDI,SURVEILLED,PRIOR SUSPICION,ACTED_ALONE_OR_IN_GROUP
20030512SAU,2003-05-12,Saudi Arabia,Several heavily-armed gunmen open fire and detonate vehicle bombs outside three housing compounds in Riyadh occupied by Westerners.,,,,,,,TRUE,39,160+,,,,,,,,,,
20030515RUS,2003-05-12,Russia,The 2003 Znamenskoye suicide bombing.,,,,,,,FALSE,59,200,,,,,,,,,,
20030501SAU,2003-05-1,Saudi Arabia,"A man dressed in a Royal Saudi Navy uniform penetrated an American base, killing one American, before escaping unscathed.[24]",,,,,,,TRUE,1,0,,,,,,,,,,
20030430ISR,2003-04-30,Israel,Mike's Place suicide bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,3,50+,,,,,,,,,,
20030305ISR,2003-03-5,Israel,Haifa bus 37 suicide bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,17,53,,,,,,,,,,
20030228PAK,2003-02-28,Pakistan,A gunman opens fire on the U.S. consulate in Karachi.,,,,,,,TRUE,2,6,,,,,,,,,,
20030105ISR,2003-01-5,Israel,Tel Aviv central bus station massacre,,,,,Israeli-Palestinian Conflict,,FALSE,23,100+,,,,,,,,,,
20021128KEN,2002-11-28,Kenya,"2002 Mombasa attacks Islamic terrorists launch simultaneous attacks against an Israeli-owned hotel in Mombasa and an Israeli charter plane. 13 people (10 Kenyans and 3 Israelis), not including 3 suicide bombers, were killed and 80 injured at the hotel, but the plane was missed by the two missiles fired at it.",,,,,,,FALSE,13,80,,,,,,,,,,
20021124IND,2002-11-24,India,Attack on the Raghunath temple.,,,,,,,FALSE,14,45,,,,,,,,,,
20021027ISR,2002-11-21,Israel,Kiryat Menachem bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,11,50,,,,,,,,,,
20021027ISR,2002-10-27,Israel,Sonol gas station bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,3,18,,,,,,,,,,
20021023RUS,2002-10-23,Russia,The Moscow theater hostage crisis was the seizure of the crowded Dubrovka Theater by Islamists.,,,,,,,FALSE,170,700+,,,,,,,,,,
20021021PHI,2002-10-21,Philippines,"The third of three bomb blasts targets Fort Pilar, a Catholic shrine in Zamboanga City, killing a Philippine Marine guarding the church and wounding 18 others.",,,,,,,FALSE,1,18,,,,,,,,,,
20021021ISR,2002-10-21,Israel,Karkur junction suicide bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,14,40+,,,,,,,,,,
20021017PHI,2002-10-17,Philippines,"The second of three bomb blasts targets a shopping centre in Zamboanga City, killing at least 7 and wounding about 150 people.",,,,,,,FALSE,7,150,,,,,,,,,,
20021012INO,2002-10-12,Indonesia,"2002 Bali bombings in the tourist district of Kuta on the Indonesian island of Bali, killing 202 people and injuring 240.[23]",,,,,,,TRUE,202,240,,,,,,,,,,
20021008KUW,2002-10-8,Kuwait,"Faylaka Island attack Two Kuwaiti jihadists attacked a group of United States Marines, killing one and injuring another. Both attackers were killed.",,,,,,,TRUE,1,1,,,,,,,,,,
20021002PHI,2002-10-2,Phillippines,"The first of three bomb blasts in Zamboanga City kills 4 people, including one United States Green Beret and wounds 25 others, including another United States Green Beret.",,,,,,,FALSE,4,25,,,,,,,,,,
20020924IND,2002-09-24,India,Akshardham Temple attack.,,,,,,,FALSE,32,80,,,,,,,,,,
20020919ISR,2002-09-19,Israel,Allenby Street bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,6,70,,,,,,,,,,
20020804ISR,2002-08-4,Israel,Meron Junction Bus 361 attack.,,,,,Israeli-Palestinian Conflict,,FALSE,9,38,,,,,,,,,,
20020731ISR,2002-07-31,Israel,Hebrew University bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,9,100,,,,,,,,,,
20020717ISR,2002-07-17,Israel,Neve Shaanan Street bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,5,40,,,,,,,,,,
20020716ISR,2002-07-16,Israel,2002 Immanuel bus attack.,,,,,Israeli-Palestinian Conflict,,FALSE,9,20,,,,,,,,,,
20020713IND,2002-07-13,India,Militants kill 27 Hindu labourers in Qasim Nagar on the outskirts of Jammu in Jammu and Kashmir.,,,,,,,FALSE,27,30,,,,,,,,,,
20020704USA,2002-07-4,United States,2002 Los Angeles International Airport shooting.,,,,,,,FALSE,3,4,,,,,,,,,,
20020619ISR,2002-06-19,Israel,2002 French Hill suicide bombing.,,,,,,,FALSE,7,50,,,,,,,,,,
20020618ISR,2002-06-18,Israel,Patt Junction Bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,19,74,,,,,,,,,,
20020614PAK,2002-06-14,Pakistan,The first of several attacks targeting the U.S. consulate in Karachi.,,,,,,,TRUE,12,51,,,,,,,,,,
20020611ISR,2002-06-11,Israel,2002 Herzliya shawarma restaurant bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,1,15,,,,,,,,,,
20020605ISR,2002-06-5,Israel,Megiddo Junction bus bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,14,43,,,,,,,,,,
20020519ISR,2002-05-19,Israel,Netanya Market bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,4,59,,,,,,,,,,
20020514IND,2002-05-14,India,Three terrorists attacked a tourist bus near the town of Kaluchak in the Indian state Jammu and Kashmir.,,,,,,,FALSE,31,47,,,,,,,,,,
20020508PAK,2002-05-8,Pakistan,2002 Karachi bus bombing A man driving a car bomb detonated next to a bus carrying mostly French engineers.,,,,,,,TRUE,15,40,,,,,,,,,,
20020507ISR,2002-05-7,Israel,The 2002 Rishon LeZion bombing was a suicide bombing which occurred at a crowded game club located in the new industrial area ofRishon Lezion.,,,,,Israeli-Palestinian Conflict,,FALSE,16,57,,,,,,,,,,
20020412ISR,2002-04-12,Israel,2002 Mahane Yehuda Market bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,7,104,,,,,,,,,,
20020411TUN,2002-04-11,Tunisia,Ghriba synagogue bombing A natural gas truck rigged with explosives detonated in front of the ancient El Ghriba synagogue on the Tunisian island of Djerba.,,,,,,,TRUE,20,30+,,,,,,,,,,
20020410ISR,2002-04-10,Israel,Yagur Junction bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,9,19,,,,,,,,,,
20020331ISR,2002-03-31,Israel,"The Matza restaurant suicide bombing occurred, when a Palestinian Hamas suicide bomber detonated his bomb inside the Matza restaurant in Haifa, Israel, near the Grand Canyon shopping mall.",,,,,Israeli-Palestinian Conflict,,FALSE,17,40+,,,,,,,,,,
20020330IND,2002-03-30,India,Attack on the Raghunath temple,,,,,,,FALSE,11,20,,,,,,,,,,
20020329ISR,2002-03-29,Israel,Kiryat HaYovel supermarket bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,3,28,,,,,,,,,,
20020327ISR,2002-03-27,Israel,The Passover massacre was a suicide bombing carried out by Hamas at the Park Hotel in Netanya.,,,,,Israeli-Palestinian Conflict,,FALSE,31,140,,,,,,,,,,
20020321ISR,2002-03-21,Israel,King George Street bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,4,42,,,,,,,,,,
20020320ISR,2002-03-20,Israel,The Umm al-Fahm bus bombing was a suicide bombing which occurred on a bus which was passing through Umm al-Fahm in northern Israel.,,,,,Israeli-Palestinian Conflict,,FALSE,8,27,,,,,,,,,,
20020309ISR,2002-03-9,Israel,"The Café Moment bombing was a Palestinian terrorist attack in a coffee shop in downtown Jerusalem, Israel.",,,,,Israeli-Palestinian Conflict,,FALSE,12,54,,,,,,,,,,
20020302ISR,2002-03-2,Israel,The Yeshivat Beit Yisrael massacre was a suicide bombing which occurred in the Beit Yisrael neighborhood in downtown Jerusalem.,,,,,Israeli-Palestinian Conflict,,FALSE,12,54,,,,,,,,,,
20020201PAK,2002-02-1,Pakistan,"Daniel Pearl, an American journalist working for The Wall Street Journal, was beheaded in Pakistan.",,,,,,,TRUE,1,0,,,,,,,,,,
20020127ISR,2002-01-27,Israel,2002 Jaffa Street bombing.,,,,,Israeli-Palestinian Conflict,,FALSE,2,100+,,,,,,,,,,
20020125ISR,2002-01-25,Israel,"The 2002 Tel Aviv outdoor mall bombing was a terrorist attack which occurred in which a Palestinian suicide bomber blew himself up in Tel-Aviv, Israel, injuring at least 24 civilians.",,,,,Israeli-Palestinian Conflict,,FALSE,1 (perpetrator),24,,,,,,,,,,
20020122IND,2002-01-22,India,Attack on an American cultural centre in Kolkata.,,,,,,,FALSE,5,20,,,,,,,,,,
20011213IND,2001-12-13,India,"Suicide attack on Indian parliament in New Delhi by Pakistan-based Islamist terrorist organizations Jaish-E-Mohammad and Lashkar-e-Toiba, aimed at eliminating the top leadership of India and causing anarchy in the country.[22]",,,,,,,FALSE,7,12,,,,,,,,,,
20021202ISR,2001-12-2,Israel,Haifa bus 16 suicide bombing,,,,,Israeli-Palestinian Conflict,,FALSE,15,40,,,,,,,,,,
20011129IST,2001-11-29,Israel,The Pardes Hanna bus bombing was a suicide bombing on a bus from Nazareth to Tel Aviv.,,,,,Israeli-Palestinian Conflict,,FALSE,3,7,,,,,,,,,,
20011001IND,2001-10-1,India,Attack on the Jammu and Kashmir legislative assembly.,,,,,,,FALSE,38,0,,,,,,,,,,
20010911USA,2001-09-11,United States,"September 11, 2001 – 4 airliners hijacked by 19 al-Qaeda members in the East Coast of the United States: two planes crashed into and destroyed the Twin Towers of the World Trade Center and surrounding buildings in New York City, one went into the Pentagon in Arlington County, Virginia, and one crashed into a field near Shanksville, Pennsylvania, in a failed attempt to hit Washington, D.C. (either the White House or the U.S. Capitol), after a revolt by the plane's passengers.",,,,,,,FALSE,"2,996",6000+,,,,,,,,,,
20010909ISR,2001-09-9,Israel,The Nahariya train station suicide bombing was executed by an Arab-Israeli who was sent by Hamas and detonated himself on the crowded platform,,,,,Israeli-Palestinian Conflict,,FALSE,3,94,,,,,,,,,,
20010909AFG,2001-09-9,Afghanistan,"The assassination of Ahmad Shah Massoud in Takhar Province, Afghanistan",,,,,,,TRUE,1,0,,,,,,,,,,
20010809ISR,2001-08-9,Israel,The Sbarro restaurant suicide bombing was a Hamas terrorist attack on a pizzeria in downtown Jerusalem.,,,,,Israeli-Palestinian Conflict,,FALSE,15,130,,,,,,,,,,
20010601ISR,2001-06-1,Israel,Dolphinarium discotheque suicide bombing,,,,,Israeli-Palestinian Conflict,,FALSE,21,100+,,,,,,,,,,
20010527PHI,2001-05-27,Philippines,Dos Palmas kidnappings,,,,,,,FALSE,40,18,,,,,,,,,,
20010518ISR,2001-05-18,Israel,"The 2001 HaSharon Mall suicide bombing in Netanya, Israel.",,,,,Israeli-Palestinian Conflict,,FALSE,5,100+,,,,,,,,,,
20010414BAN,2001-04-14,Bangladesh,2001 Ramna Batamul bombings,,,,,,,TRUE,10,17,,,,,,,,,,
20010304ISR,2001-03-4,Israel,"The 2001 Netanya bombing was a suicide bombing in Netanya, Israel.",,,,,Israeli-Palestinian Conflict,,FALSE,3,60+,,,,,,,,,,
20001224INO,2000-12-24,Indonesia,Christmas Eve 2000 Indonesia bombings of churches in eight cities.[21],,,,,,,TRUE,18,0,,,,,,,,,,
20001222IND,2000-12-22,India,Attack on Red Fort in Delhi,,,,,,,FALSE,3,0,,,,,,,,,,
20001012YEM,2000-10-12,Yemen,Attack on USS Cole in the Yemeni port of Aden.,,,,,,,TRUE,17,39,,,,,,,,,,
2000423MAL,2000-04-23,Malaysia,"April 23, 2000 – September 19, 2000 2000 Sipadan kidnappings by 6 Islamist militants",,,,,,,TRUE,0,5,,,,,,,,,,
19980807TAN,1998-08-7,Tanzania,1998 United States embassy bombings in Tanzania and Kenya.[20],,,,,,,FALSE,224,4000+,,,,,,,,,,
19980214IND,1998-02-14,India,"A total of 58 people were killed and over 200 injured in 12 bomb attacks in 11 places, in the city of Coimbatore, Tamil Nadu.",,,,,,,FALSE,58,200+,,,,,,,,,,
19971117EGY,1997-11-17,Egypt,"Luxor massacre, 6 armed Islamic terrorists attacked tourists at the Luxor ruins.[19]",,,,,,,TRUE,62,26,,,,,,,,,,
19970918BOS,1997-09-18,Bosnia and Herzegovina,The 1997 Mostar car bombings.,,,,,,,TRUE,0,29,,,,,,,,,,
19970730ISR,1997-07-30,Israel,The 1997 Mahane Yehuda Market bombings were two consecutive suicide bombings carried out by Hamas militants at the Mahane Yehuda Market in Jerusalem.,,,,,Israeli-Palestinian Conflict,,FALSE,16,178,,,,,,,,,,
19970321ISR,1997-03-21,Israel,The Café Apropo bombing was a Hamas suicide bomber who detonated at a Tel Aviv sidewalk café.,,,,,Israeli-Palestinian Conflict,,FALSE,3,46,,,,,,,,,,
19970225CHI,1997-02-25,China,Three bombs explode on three buses in the Xinjiang capital of Ürümqi,,,,,,,FALSE,9,74,,,,,,,,,,
19960625SAU,1996-06-25,Saudi Arabia,Khobar Towers bombing[18],,,,,,,TRUE,20,372,,,,,,,,,,
19960418EGY,1996-04-18,Egypt,Islamist gunmen fire on the Europa hotel in Cairo.[17],,,,,,,TRUE,18,17,,,,,,,,,,
19960304ISR,1996-03-4,Israel,The Dizengoff Center suicide bombing was a terror attack by Hamas on the eve of the Jewish holiday of Purim.,,,,,Israeli-Palestinian Conflict,,FALSE,13,130,,,,,,,,,,
19960225ISR,1996-02-25,Israel,"The Jaffa Road bus bombings, two attacks on Jerusalem route 18 buses by Hamas.",,,,,Israeli-Palestinian Conflict,,FALSE,45,52,,,,,,,,,,
19951020CRO,1995-10-20,Croatia,In the 1995 Rijeka bombing a suicide bomber attempted to destroy a police station by driving a car with a bomb into the wall of the building.,,,,,,,FALSE,1,29,,,,,,,,,,
19950725FRA,1995-07-25,France,"The 1995 Paris Métro and RER bombings were a series of attacks by the Armed Islamic Group of Algeria in France, continuing through October 17, 1995.",,,,,,,FALSE,8,100+,,,,,,,,,,
19950724ISR,1995-07-24,Israel,"The Ramat Gan bus bombing, a suicide attack by Hamas.",,,,,Israeli-Palestinian Conflict,,FALSE,5,33,,,,,,,,,,
19950720ISR,1995-07-20,Israel,A bomb on a motor scooter exploded at a marketplace in Jammu. Harkat-ul-Ansar claimed responsibility for the bombing.[16],,,,,Israeli-Palestinian Conflict,,FALSE,17,100+,,,,,,,,,,
19950130ISR,1995-01-30,Israel,A car bomb exploded outside of a police station.[14][15],,,,,Israeli-Palestinian Conflict,,FALSE,42,286,,,,,,,,,,
19950122ISR,1995-01-22,Israel,The Beit Lid suicide bombing was a suicide attack by Palestinian Islamic Jihad,,,,,Israeli-Palestinian Conflict,,FALSE,20,69,,,,,,,,,,
19941224ALG,1994-12-24,Algeria,Air France Flight 8969 hijacking in Algiers by 3 members of Armed Islamic Group of Algeria and another terrorist.[13],,,,,,,TRUE,7,25,,,,,,,,,,
19941211PHI,1994-12-11,Philippines,"A bomb explodes on board Philippine Airlines Flight 434 which was flying from Manila to Tokyo, the plane lands safely at Naha Airport inOkinawa.[12]",,,,,,,FALSE,1,10,,,,,,,,,,
19941111ISR,1994-11-11,Israel,Netzarim Junction bicycle bombing,,,,,Israeli-Palestinian Conflict,,FALSE,3,12,,,,,,,,,,
19941019ISR,1994-10-19,Israel,The Dizengoff Street bus bombing was a Hamas suicide attack on a passenger bus driving down Dizengoff Street in Tel Aviv.,,,,,Israeli-Palestinian Conflict,,FALSE,22,50,,,,,,,,,,
19940726UNI,1994-07-26,United Kingdom,The 1994 London Israeli Embassy attack,,,,,,,FALSE,0,20,,,,,,,,,,
19940718ARG,1994-07-18,Argentina,Buenos Aires Jewish Center AMIA bombing,,,,,,,FALSE,85,300,,,,,,,,,,
19940413ISR,1994-04-13,Israel,Hadera bus station suicide bombing,,,,,Israeli-Palestinian Conflict,,FALSE,5,30,,,,,,,,,,
19940406ISR,1994-04-6,Israel,Afula Bus suicide bombing,,,,,Israeli-Palestinian Conflict,,FALSE,8,55,,,,,,,,,,
19930702TUR,1993-07-2,Turkey,"Sivas Massacre, Arson attack at a gathering in Sivas killing 35 intellectuals from Turkey, most of whom were Alevis.",,,,,,,TRUE,35,0,,,,,,,,,,
19930312IND,1993-03-12,India,Serial blasts in Mumbai,,,,,,,FALSE,257,0,,,,,,,,,,
19930226USA,1993-02-26,United States,"World Trade Center bombing, in New York City.[11]",,,,,,,FALSE,6,"1,042",,,,,,,,,,
19920125USA,1993-01-25,United States,"1993 shootings at CIA Headquarters in Langley, Virginia.",,,,,,,FALSE,2,3,,,,,,,,,,
19920317ARG,1992-03-17,Argentina,The 1992 attack on Israeli embassy in Buenos Aires,,,,,,,FALSE,29,242,,,,,,,,,,
19920202CHI,1992-02-2,China,1992 Ürümqi bombings,,,,,,,FALSE,3,23,,,,,,,,,,
19900204EGY,1990-02-4,Egypt,A bus carrying Israeli tourists in Egypt was attacked by Islamic Jihad Movement in Palestine.[10],,,,,,,TRUE,11,17,,,,,,,,,,
19890707ISR,1989-07-7,Israel,"Tel Aviv Jerusalem bus 405 suicide attack, near Kiryat Yearim.[9]",,,,,Israeli-Palestinian Conflict,,FALSE,16,0,,,,,,,,,,
19860906TUR,1986-09-6,Turkey,Neve Shalom Synagogue attack.[8],,,,,,,TRUE,22,0,,,,,,,,,,
198514GRE,1985-06-14,Greece,TWA Flight 847 hijacking.[7],,,,,,,FALSE,1,0,,,,,,,,,,
19850412SPA,1985-04-12,Spain,1985 El Descanso bombing.[6],,,,,,,FALSE,18,82,,,,,,,,,,
19850121INO,1985-01-21,Indonesia,The Buddhist Borobudur temple in Java was damaged by 9 bombs.[5],,,,,,,TRUE,0,0,,,,,,,,,,
19840920LEB,1984-09-20,Lebanon,"The 1984 United States embassy annex bombing in Beirut, Lebanon.[4]",,,,,,,TRUE,24,0,,,,,,,,,,
19831212KUW,1983-12-12,Kuwait,"The 90-minute coordinated 1983 Kuwait bombings of six key foreign and Kuwaiti installations including two embassies, the airport, and the country's main petro-chemical plant, was more notable for the damage it might have caused than what was actually destroyed. What could have been ""the worst terrorist episode of the twentieth century in the Middle East"" succeeded in killing only six people because of the bombs' faulty rigging.[3]",,,,,,,TRUE,6,0,,,,,,,,,,
19831023LEB,1983-10-23,Lebanon,The 1983 Beirut barracks bombing by the Islamic Jihad Organization.[2],,,,,,,TRUE,307,75,,,,,,,,,,
19830418LEB,1983-04-18,Lebanon,"The 1983 U.S. Embassy bombing, in Beirut, Lebanon by the Islamic Jihad Organization.[1]",,,,,,,TRUE,63,120,,,,,,,,,,
